"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2816","TC001","chromium","2026-08-05","passed","2026-08-05","","TC001.spec.ts","",""
